Codice comparto;Indirizzo;Carraio;Fronte;Insegna;Anno inizio attivita;Mese inizio attivita;Tipologia merceologica;Descrizione ripartizione;Dettaglio ripartizione;Categoria merceologica;Prevalente;Tipologia locale;Mq tot locale;Mq tot vendita;Tipologia addensamento;Nome addensamento;Sezione censimento;Zona statistica;Numero Circoscrizione;Sezione elettorale;Cap;DO_Y;DO_X
AE;CORSO FRANCIA 141 bis;0;0;;2001;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62116;0;.;;;1364;31;3;203;10138;45.0754700565193;7.64582903675094
AE;CORSO FRANCIA 161;0;0;;2007;12;.;Acconciatori/estetisti;Estetica;Nessuna;;62200;75;.;N;;1377;32;3;211;10139;45.0753179103652;7.6421262195934
AE;CORSO FRANCIA 167/A;0;0;;1997;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61126;0;.;;;1377;32;3;0;10139;45.0752852342962;7.64130742948638
AE;CORSO FRANCIA 169/B;0;0;;1999;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61499;0;.;;;1377;32;3;0;10139;45.0752679000008;7.64088409621525
AE;CORSO FRANCIA 17;0;0;;2007;3;.;Acconciatori/estetisti;Estetica;Nessuna;;99831;100;.;N;;725;17;3;193;10138;45.076174172101;7.663322126567
AE;CORSO FRANCIA 175/D;0;0;;2000;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61711;0;.;;;1376;32;3;0;10139;45.0752102811794;7.63939739193113
AE;CORSO FRANCIA 181/A;0;0;;1983;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58642;0;.;;;1375;32;3;0;10139;45.0751729563513;7.63845987812004
AE;CORSO FRANCIA 181/C;0;0;;1992;8;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60198;0;.;N;;1375;32;3;0;10139;45.075169689303;7.63837990513359
AE;CORSO FRANCIA 197/D;0;0;;2009;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;107310;32;.;N;;1374;32;3;0;10139;45.0751252850729;7.63731828632544
AE;CORSO FRANCIA 209/B;0;0;;2010;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;61659;40;.;;;1373;32;3;0;10139;45.0750678662251;7.63596448531162
AE;CORSO FRANCIA 211/A;0;0;;2002;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62203;120;.;N;;2875;51;3;0;10139;45.0750317397889;7.6352259872703
AE;CORSO FRANCIA 217/A;0;0;;2007;9;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59445;40;.;N;;2875;51;3;0;10139;45.0750297333057;7.63504757642075
AE;CORSO FRANCIA 241/D;0;0;;2010;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;111341;63;.;;;2064;51;3;0;10139;45.0748885381806;7.63157789586738
AE;CORSO FRANCIA 257/A;0;0;;2011;8;.;Acconciatori/estetisti;Acconciatori;Nessuna;;58534;0;.;;;3416;51;3;0;10139;45.0748100094369;7.62965576083173
AE;CORSO FRANCIA 264/A;0;0;;1995;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60787;0;.;;;2872;50;4;0;10146;45.0751731719452;7.6284011060676
AE;CORSO FRANCIA 266/F;0;0;;1998;8;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;61405;0;.;;;2872;50;4;0;10146;45.0751496011959;7.62782383486941
AE;CORSO FRANCIA 267/C;0;0;;2001;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61943;0;.;;;2061;51;3;0;10139;45.0747540123493;7.62829224750637
AE;CORSO FRANCIA 27/A;0;0;;2012;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;111344;45;.;;;722;17;3;0;10138;45.0760748980389;7.66078967806579
AE;CORSO FRANCIA 284/B;0;0;;2004;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62659;32;.;;;2041;50;4;0;10146;45.0750519691021;7.62543712231315
AE;CORSO FRANCIA 286/C;0;0;;2008;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59071;26;.;N;;2041;50;4;0;10146;45.0750397523345;7.62513792180999
AE;CORSO FRANCIA 307/B;0;0;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59395;0;.;;;2057;51;3;0;10141;45.0744846963313;7.62176357539685
AE;CORSO FRANCIA 333 int. 6;0;0;;2010;4;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59242;0;.;;;3003;63;3;314;10142;45.0736374185143;7.61422722422363
AE;CORSO FRANCIA 33/C;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;59615;0;.;;;721;17;3;0;10138;45.076036266865;7.65977267395283
AE;CORSO FRANCIA 33/G;0;0;;2012;1;.;Acconciatori/estetisti;Estetica;Nessuna;;113109;50;.;;;721;17;3;0;10138;45.0760291018467;7.65960168489038
AE;CORSO FRANCIA 351/D;0;0;;2009;1;.;Acconciatori/estetisti;Estetica;Nessuna;;62036;40;.;N;;2385;63;3;0;10142;45.0740951313889;7.61221865570775
AE;CORSO FRANCIA 356 bis/E;0;0;;2010;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;111504;40;.;;;3021;64;4;0;10146;45.0746506841445;7.61564262492074
AE;CORSO FRANCIA 387 bis/E;0;0;;1995;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60706;75;.;;;3501;63;3;0;10142;45.0739277983753;7.60812735861571
AE;CORSO FRANCIA 5/H;0;0;;1980;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59512;0;.;;;727;17;3;0;10138;45.0762970097294;7.66642630479049
AE;CORSO FRANCIA 62/C;0;0;;1967;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58498;24;.;;;711;16;4;0;10143;45.0763955216931;7.65843690090288
AE;CORSO FRANCIA 75/E;0;0;;1981;11;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;59379;0;.;;;1358;31;3;0;10138;45.0757899454094;7.65366340935777
AE;CORSO FRANCIA 9;1;0;;1979;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58351;20;.;;;727;17;3;195;10138;45.0762765685798;7.6659016581968
AE;CORSO FRANCIA 91;1;0;;2007;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62722;17;.;N;;1356;31;3;205;10138;45.0757141542661;7.65181507723666
AE;CORSO FRANCIA 91/A;0;0;;2012;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;119454;22;.;;;1356;31;3;0;10138;45.075722907422;7.65202734223034
AE;CORSO FRANCIA 94/A;0;0;;2007;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;61165;36;.;N;;1306;29;4;0;10143;45.076118235143;7.65156440204829
AE;CORSO FRANCIA 94/E;0;0;;1988;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59973;0;.;;;1306;29;4;0;10143;45.0761069701541;7.65127139329416
AE;CORSO GALILEO FERRARIS 111;0;0;;2012;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;119867;16;.;;NEGOZIO;1216;27;1;69;10128;45.0550213009684;7.66389897368972
AE;CORSO GALILEO FERRARIS 35/E;0;0;;2000;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61692;0;.;;;316;08;1;0;10121;45.0663364788613;7.67178432951103
AE;CORSO GALILEO GALILEI 8;0;0;;2010;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;110734;.;.;;;910;20;8;766;10126;45.0448591820717;7.68230585559861
AE;CORSO GIACOMO MATTEOTTI 31;1;0;;2009;8;.;Acconciatori/estetisti;Estetica;Nessuna;;61424;140;.;N;NEGOZIO;309;08;1;39;10121;45.0674232488063;7.67099724917281
AE;CORSO GIACOMO MATTEOTTI 3 bis/A;0;0;;2009;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;58080;45;.;N;;137;04;1;0;10121;45.0651572109227;7.67795174860899
AE;CORSO GIACOMO MATTEOTTI 49/C;0;0;;1991;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58082;0;.;;;307;08;1;0;10121;45.0684628751641;7.66806724265517
AE;CORSO GIACOMO MATTEOTTI 5;1;0;;2010;11;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;113513;140;.;;;136;04;1;14;10121;45.0654052692976;7.67725735164573
AE;CORSO GIACOMO MATTEOTTI 57;1;0;;2009;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62804;70;.;N;;306;08;1;40;10121;45.0692529224241;7.66585261168998
AE;CORSO GIOVANNI AGNELLI 100/C;0;0;;1989;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59854;0;.;;;2175;55;2;0;10137;45.0368666895725;7.64407704806984
AE;CORSO GIOVANNI AGNELLI 108/A;0;0;;1988;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59611;0;.;;;2179;55;2;0;10137;45.0361142998915;7.64354034422347
AE;CORSO GIOVANNI AGNELLI 109/D;0;0;;1994;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60685;0;.;;;2180;55;2;0;10134;45.0355029161755;7.64390115293619
AE;CORSO GIOVANNI AGNELLI 110/A;0;0;;1994;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;66609;44;.;N;;2179;55;2;0;10137;45.0359879433625;7.64345032087173
AE;CORSO GIOVANNI AGNELLI 113/E;0;0;;1988;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58183;0;.;;;2180;55;2;0;10134;45.0353291764832;7.64377719653311
AE;CORSO GIOVANNI AGNELLI 117/A;0;0;;2012;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;121760;50;.;;;2180;55;2;0;10134;45.035146657471;7.64364697355581
AE;CORSO GIOVANNI AGNELLI 154/A;0;0;;1993;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60421;0;.;;;2351;60;2;0;10135;45.0316397871319;7.64034979643611
AE;CORSO GIOVANNI AGNELLI 18/E;0;0;;2006;6;.;Acconciatori/estetisti;Estetica;Nessuna;;61907;100;.;N;;2145;53;2;0;10137;45.0424028387243;7.64802623057293
AE;CORSO GIOVANNI AGNELLI 24/E;0;0;;1995;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61693;0;.;;;2145;53;2;0;10137;45.041942543389;7.6476980235313
AE;CORSO GIOVANNI AGNELLI 42/E;0;0;;2004;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62769;0;.;;;2910;55;2;0;10137;45.040711971238;7.64681887869423
AE;CORSO GIOVANNI AGNELLI 45;1;0;;2012;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;121741;14;.;;;2165;55;2;120;10134;45.0398552653365;7.64701825026731
AE;CORSO GIOVANNI AGNELLI 48;0;0;;2001;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61929;95;.;;;2163;55;2;115;10137;45.0404766594826;7.64665060795891
AE;CORSO GIOVANNI AGNELLI 52/A;0;0;;1989;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59260;0;.;;;2163;55;2;0;10137;45.0402521448734;7.64648345521237
AE;CORSO GIOVANNI AGNELLI 80/A;0;0;;1998;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61379;0;.;;;2170;55;2;0;10137;45.0383005300281;7.6450998884542
AE;CORSO GIOVANNI AGNELLI 97/A;0;0;;2011;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;118155;45;.;;;2176;55;2;0;10134;45.036409061794;7.64454762447683
AE;CORSO GIOVANNI LANZA 105;0;0;;2008;9;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;114341;65;.;;;3572;75;8;776;10133;45.053769056189;7.69264421546855
AE;CORSO GIOVANNI PASCOLI 1;0;0;;2006;7;.;Acconciatori/estetisti;Estetica;Nessuna;;66615;100;.;N;;2148;54;1;80;10134;45.0504262547013;7.65889013340213
AE;CORSO GIOVANNI PASCOLI 9/B;0;0;;1984;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57949;51;.;;;2148;54;1;0;10134;45.0497872216742;7.65892108272045
AE;CORSO GIULIO CESARE 122/B;0;0;;2009;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;116603;34;.;;;1641;38;6;0;10154;45.0932650736094;7.6945311767651
AE;CORSO GIULIO CESARE 12/G;0;0;;2001;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;117178;24;.;;;471;12;7;0;10152;45.0802837095521;7.68616821181049
AE;CORSO GIULIO CESARE 12/H;0;0;;1982;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58127;25;.;;;471;12;7;0;10152;45.0803145190439;7.68618825378905
AE;CORSO GIULIO CESARE 147;0;0;;2011;10;.;Acconciatori/estetisti;Estetica;Nessuna;;62853;60;.;N;;1628;38;6;568;10155;45.0949668334008;7.69527105482029
AE;CORSO GIULIO CESARE 152/D;0;0;;1996;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61043;0;.;;;1629;38;6;0;10154;45.0958700538954;7.69623472083597
AE;CORSO GIULIO CESARE 171 bis/B;0;0;;2009;12;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59300;33;.;;;1618;38;6;0;10155;45.0972103356944;7.69674010512462
AE;CORSO GIULIO CESARE 175/A;0;0;;2003;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62488;155;.;N;;1770;41;6;0;10155;45.0977966777477;7.69712169843181
AE;CORSO GIULIO CESARE 178;0;0;;2002;1;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62198;16;.;N;;2832;41;6;595;10154;45.0977496505685;7.69747342129475
AE;CORSO GIULIO CESARE 195;1;0;;1979;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58912;0;.;;;2830;41;6;598;10155;45.0998431482795;7.69846003299276
AE;CORSO GIULIO CESARE 25/C;0;0;;2005;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62900;35;.;N;;1100;24;7;0;10152;45.0825170090674;7.68701468756982
AE;CORSO GIULIO CESARE 38/D;0;0;;2005;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62871;40;.;N;;1081;24;7;0;10152;45.0844936474857;7.68880498260626
AE;CORSO GIULIO CESARE 38/E;0;0;;2008;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;103947;.;.;N;;1081;24;7;0;10152;45.084523473261;7.68882484662559
AE;CORSO GIULIO CESARE 3/D;0;0;;2007;8;.;Acconciatori/estetisti;Acconciatori;Nessuna;;107197;70;.;N;;509;12;7;0;10152;45.0782835648755;7.68446811943034
AE;CORSO GIULIO CESARE 42;0;0;;2009;11;.;Acconciatori/estetisti;Acconciatori;Nessuna;;109041;50;.;N;;1071;24;7;701;10152;45.0849521368554;7.68910642680148
AE;CORSO GIULIO CESARE 43/F;0;0;;2010;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;110423;30;.;;;1069;24;7;0;10152;45.0850319912982;7.68878106445368
AE;CORSO GIULIO CESARE 44;0;0;;2008;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;106063;50;.;N;;1071;24;7;701;10152;45.0851010296254;7.68920402595265
AE;CORSO GIULIO CESARE 45/A;0;0;;2003;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62410;33;.;N;;1069;24;7;0;10152;45.0850649888803;7.68880277477028
AE;CORSO GIULIO CESARE 50;0;0;;2010;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;113447;.;.;;;1060;24;7;699;10152;45.0862751059448;7.68997030934462
AE;CORSO GIULIO CESARE 53;1;0;;1982;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60342;0;.;;;1068;24;7;698;10152;45.0857741440473;7.68926451462875
AE;CORSO GIULIO CESARE 53 bis;0;0;;2007;1;.;Acconciatori/estetisti;Estetica;Nessuna;;62758;20;.;N;;1068;24;7;698;10152;45.0859343719784;7.6893677903814
AE;CORSO GIULIO CESARE 53 ter;0;0;;2011;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;116184;.;.;;;1068;24;7;698;10152;45.0860324874305;7.68943102474022
AE;CORSO GIULIO CESARE 59/A;0;0;;2007;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;102660;40;.;N;;1059;24;7;0;10152;45.0865629486666;7.68977996122406
AE;CORSO GIULIO CESARE 66/C;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59734;0;.;;;1689;38;6;0;10154;45.0885987468207;7.69148228165871
AE;CORSO GIULIO CESARE 76/A;0;0;;2002;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;113466;31;.;;;1689;38;6;0;10154;45.0891978515208;7.69187468247173
AE;CORSO GIULIO CESARE 77/I;0;0;;2007;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;102652;70;.;N;;1688;38;6;0;10155;45.0889620748597;7.6913480027477
AE;CORSO GIULIO CESARE 78/A;0;0;;1980;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58450;0;.;;;1689;38;6;0;10154;45.0893472668548;7.69197253802084
AE;CORSO GIULIO CESARE 87/C;0;0;;1978;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58431;20;.;;;1681;38;6;0;10155;45.0896844826217;7.69182029064129
AE;CORSO GIULIO CESARE 99/C;0;0;;2007;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62487;0;.;N;;1665;38;6;0;10155;45.0909033291551;7.69261532550817
AE;CORSO GROSSETO 124/A;0;0;;2006;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59093;27;.;N;;1816;43;5;0;10148;45.1048902244277;7.67633897722154
AE;CORSO GROSSETO 133/C;0;0;;1981;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59917;0;.;;;2676;43;5;0;10147;45.1042609254952;7.67857043914124
AE;CORSO GROSSETO 143 bis/A;0;0;;2011;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;114359;.;.;;;2676;43;5;0;10147;45.1043116360011;7.67768818831635
AE;CORSO GROSSETO 154/B;0;0;;2002;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62337;0;.;;;2790;43;5;0;10148;45.10506394788;7.6733099464658
AE;CORSO GROSSETO 205;0;0;;1989;1;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60277;0;.;;;1875;45;5;455;10147;45.104639762617;7.67198123252689
AE;CORSO GROSSETO 205/E;0;0;;2011;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59417;0;.;N;;1875;45;5;0;10147;45.1046461847521;7.67187011688676
AE;CORSO GROSSETO 219/A;0;0;;2004;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62672;0;.;N;;3367;45;5;0;10147;45.1047366494232;7.6702919966923
AE;CORSO GROSSETO 219/A;0;0;;2004;12;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62786;72;.;N;;3367;45;5;0;10147;45.1047366494232;7.6702919966923
AE;CORSO GROSSETO 228/A;0;0;;2012;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;105518;39;.;N;;1924;46;5;0;10148;45.1054824655532;7.66601770266531
AE;CORSO GROSSETO 228/B;0;0;;2012;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;121235;43;.;;;1924;46;5;0;10148;45.1054868677932;7.66594068494604
AE;CORSO GROSSETO 243/G;0;0;;1992;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60349;0;.;;;1873;45;5;0;10147;45.10489676724;7.6674954263985
AE;CORSO GROSSETO 250/A;0;0;;1985;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59334;0;.;;;1924;46;5;0;10148;45.1055779149561;7.66437011986164
AE;CORSO GROSSETO 259/F;0;0;;2003;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62423;15;.;;;1870;45;5;0;10147;45.1049752952826;7.66612973035767
AE;CORSO GROSSETO 296/B;0;0;;1979;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58020;25;.;;;2846;46;5;0;10151;45.105957258089;7.65770225251316
AE;CORSO GROSSETO 57/C;0;0;;2004;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62698;44;.;N;;1823;43;5;0;10147;45.1037358722015;7.68770684718536
AE;CORSO GROSSETO 85/A;0;0;;2008;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59574;.;.;N;;1823;43;5;0;10147;45.1038625042877;7.68550340277168
AE;CORSO INGHILTERRA 51;0;0;;2009;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;108872;63;.;N;;728;17;3;195;10138;45.0758528348084;7.66748021682121
AE;CORSO LECCE 1/E;0;0;;1992;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60323;0;.;;;1353;30;4;0;10145;45.0763212481048;7.64346552598097
AE;CORSO LECCE 26/C;0;0;;1985;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58934;0;.;;;1297;29;4;0;10143;45.0784105829167;7.64579181640537
AE;CORSO LECCE 3;0;0;;2010;2;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;110689;85;.;;;1354;30;4;378;10145;45.0768615442272;7.64385906524969
AE;CORSO LECCE 34/C;0;0;;1998;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61330;38;.;;;1297;29;4;0;10143;45.0789687736423;7.64620267998764
AE;CORSO LECCE 38;0;0;;2011;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;115508;45;.;;;1297;29;4;366;10143;45.0791914211528;7.64636656729587
AE;CORSO LECCE 54/C;0;0;;1998;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61387;0;.;;;1279;29;4;0;10143;45.0803190005818;7.64715001960979
AE;CORSO LECCE 55/C;0;0;;2006;9;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62728;0;.;N;;1322;30;4;0;10145;45.082863177074;7.64807259452574
AE;CORSO LECCE 9;0;0;;1979;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58478;25;.;;;1354;30;4;378;10145;45.077173027283;7.6440868761451
AE;CORSO LIONE 66/B;0;0;;1996;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61104;48;.;;;1558;35;3;0;10141;45.0563862973881;7.652829930063
AE;CORSO LOMBARDIA 131 bis/C;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60350;0;.;;;1974;48;5;0;10151;45.0995240771439;7.64933719298619
AE;CORSO LOMBARDIA 131 int. 2;0;0;;1992;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59191;0;.;;;1974;48;5;488;10151;45.0996265657028;7.64919599739914
AE;CORSO LOMBARDIA 148/C;0;0;;2009;5;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62931;0;.;N;;3612;48;5;0;10149;45.1001527330708;7.65235684786711
AE;CORSO LOMBARDIA 152/B;0;0;;1987;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57936;39;.;;;3612;48;5;0;10149;45.1002430178498;7.65257328455044
AE;CORSO LOMBARDIA 161/C;0;0;;2010;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;57924;120;.;;;3395;48;5;0;10151;45.1003760259254;7.65189899046533
AE;CORSO LOMBARDIA 167/C;0;0;;2001;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61971;45;.;;;3395;48;5;0;10151;45.1006213022409;7.65247917717731
AE;CORSO LOMBARDIA 168/B;0;0;;1986;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60258;0;.;;;1966;48;5;0;10149;45.1009443801991;7.6542536779958
AE;CORSO L. QUINZIO CINCINNATO 160/C;0;0;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59159;0;.;;;1980;48;5;0;10151;45.0996725542136;7.64403434103559
AE;CORSO L. QUINZIO CINCINNATO 220/B;0;0;;2009;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;108705;47;.;N;;3388;48;5;0;10151;45.1033239393252;7.65119383938743
AE;CORSO L. QUINZIO CINCINNATO 256/E;0;0;;1994;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60658;87;.;;;2856;48;5;0;10151;45.1049820464267;7.65444980634629
AE;CORSO LUIGI EINAUDI 19;0;0;;2008;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;106280;104;.;N;;1152;26;1;56;10129;45.0584864044922;7.66503016810707
AE;CORSO LUIGI EINAUDI 27;0;0;;2000;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;110430;38;.;;;1151;26;1;56;10129;45.0588677709483;7.66405167441283
AE;CORSO MARCHE 4/D;0;0;;2010;6;.;Acconciatori/estetisti;Acconciatori;Nessuna;;109553;40;.;N;;3021;64;4;0;10146;45.0748852328001;7.6147793022715
AE;CORSO MASSIMO D'AZEGLIO 112 bis;0;0;;2005;9;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62960;110;.;;;933;20;8;770;10126;45.0432324359353;7.6769112661068
AE;CORSO MASSIMO D'AZEGLIO 21;0;0;;2007;11;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;102529;450;.;N;;887;20;8;760;10126;45.047756173374;7.67988051325886
AE;CORSO MASSIMO D'AZEGLIO 70;0;0;;2008;1;.;Acconciatori/estetisti;Estetica;Nessuna;;57980;0;.;N;;886;20;8;760;10126;45.0483056826578;7.67947372354459
AE;CORSO MASSIMO D'AZEGLIO 78;1;0;;2010;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;111339;85;.;;;894;20;8;760;10126;45.0471085984674;7.67859910138384
AE;CORSO MEDITERRANEO 69 int. 12;0;0;;2008;9;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;105747;45;.;N;;1572;35;3;266;10129;45.0547964109957;7.65368228209483
AE;CORSO MEDITERRANEO 84;0;0;;2010;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;112140;84;.;;;1181;26;1;61;10129;45.0556569283081;7.6549748712211
AE;CORSO MONCALIERI 19;1;0;;1993;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60404;0;.;;;599;15;8;744;10131;45.058964780103;7.69468536211518
AE;CORSO MONCALIERI 195;0;0;;2008;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;102980;122;.;N;;2480;70;8;774;10133;45.0424873187797;7.68440129547588
AE;CORSO MONCALIERI 211;1;0;;1992;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60264;0;.;N;;2480;70;8;774;10133;45.0411440941898;7.68344652628822
AE;CORSO MONCALIERI 220/C;0;0;;2006;3;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59498;70;.;N;;2479;70;8;0;10133;45.0402686392318;7.68253463140296
AE;CORSO MONCALIERI 276;0;0;;2011;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;115476;35;.;;;2485;70;8;773;10133;45.0353787755092;7.68035139850384
AE;CORSO MONCALIERI 293;1;0;;2010;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;113135;42;.;;;2465;69;8;771;10133;45.0327708364956;7.67945135752576
